"company_id","free_trial_signup_date","google_analytics_medium"
17702234,"2020-10-01","organic"
17703822,"2020-10-06","organic"
17705112,"2020-10-11","organic"
17708386,"2020-10-22","organic"
17709868,"2020-10-26","organic"
17733294,"2021-01-08","organic"
17734427,"2021-01-11","organic"
17736245,"2021-01-18","organic"
17618514,"2019-11-04","organic"
17618753,"2019-09-28","organic"
17619351,"2019-09-17","organic"
17619427,"2019-10-01","organic"
17622758,"2019-10-20","organic"
17624030,"2019-10-27","organic"
17625615,"2019-11-04","organic"
17625675,"2020-05-19","organic"
17626588,"2020-02-10","organic"
17627588,"2020-01-21","organic"
17628976,"2020-10-01","organic"
17629692,"2019-11-26","organic"
17629720,"2019-11-26","organic"
17629765,"2019-11-27","organic"
17632909,"2019-12-13","organic"
17635780,"2020-01-01","organic"
17637347,"2020-01-11","organic"
17638195,"2020-02-04","organic"
17639245,"2020-01-27","organic"
17639780,"2020-01-05","organic"
17639833,"2020-01-30","organic"
17641466,"2020-02-08","organic"
17641524,"2020-02-08","organic"
17641705,"2020-02-09","organic"
17641741,"2020-02-09","organic"
17642641,"2020-02-14","organic"
17642986,"2020-02-15","organic"
17643381,"2020-02-17","organic"
17644041,"2020-02-21","organic"
17644331,"2020-02-22","organic"
17644377,"2020-02-23","organic"
17646026,"2020-03-01","organic"
17650513,"2020-03-17","organic"
17651536,"2020-03-14","organic"
17651703,"2020-03-23","organic"
17652230,"2020-03-26","organic"
17653664,"2020-05-20","organic"
17654092,"2020-04-05","organic"
17654434,"2020-04-06","organic"
17655498,"2020-04-12","organic"
17655695,"2020-04-13","organic"
17656446,"2020-04-19","organic"
17656876,"2020-04-21","organic"
17657614,"2020-07-01","organic"
17658679,"2020-05-01","organic"
17659166,"2020-05-03","organic"
17659540,"2020-12-24","organic"
17663170,"2020-05-26","organic"
17663637,"2020-05-28","organic"
17664561,"2020-05-31","organic"
17664956,"2020-06-02","organic"
17668520,"2020-06-17","organic"
17669859,"2020-06-25","organic"
17671405,"2020-06-11","organic"
17673212,"2020-07-10","organic"
17673766,"2020-07-12","organic"
17678034,"2020-07-25","organic"
17678514,"2020-07-26","organic"
17680347,"2020-08-01","organic"
17691716,"2020-08-24","organic"
17693539,"2020-08-30","organic"
17697451,"2020-09-13","organic"
17700557,"2020-09-25","organic"
17702158,"2020-09-30","organic"
17702376,"2020-10-02","organic"
17706650,"2020-10-17","organic"
17736890,"2021-01-23","organic"
17619030,"2019-09-29","organic"
17622559,"2019-10-19","organic"
17623222,"2019-10-23","organic"
17623298,"2019-10-24","organic"
17624748,"2019-10-12","organic"
17625843,"2019-11-05","organic"
17626139,"2020-12-04","organic"
17626522,"2019-11-09","organic"
17631586,"2020-12-03","organic"
17631901,"2019-12-08","organic"
17633884,"2019-12-21","organic"
17634257,"2019-12-23","organic"
17634745,"2019-12-08","organic"
17634849,"2020-02-18","organic"
17635289,"2019-12-15","organic"
17635901,"2020-01-02","organic"
17639169,"2020-01-26","organic"
17639194,"2020-01-26","organic"
17640737,"2020-07-28","organic"
17641213,"2020-02-06","organic"
17645182,"2020-02-26","organic"
17646074,"2020-02-25","organic"
17646336,"2020-03-03","organic"
17646677,"2020-03-06","organic"
17647325,"2020-03-09","organic"
17652354,"2020-03-27","organic"
17653707,"2020-04-03","organic"
17655712,"2020-04-13","organic"
17656044,"2020-04-16","organic"
17657689,"2020-05-04","organic"
17660449,"2020-05-12","organic"
17660760,"2020-05-15","organic"
17661057,"2020-05-16","organic"
17661284,"2020-05-17","organic"
17663002,"2020-05-25","organic"
17663205,"2020-05-26","organic"
17667589,"2020-06-13","organic"
17668145,"2020-08-28","organic"
17670294,"2020-06-15","organic"
17673781,"2020-07-12","organic"
17674810,"2020-07-13","organic"
17678427,"2020-07-26","organic"
17678904,"2020-07-27","organic"
17678918,"2020-07-27","organic"
17680391,"2020-08-01","organic"
17681094,"2020-08-03","organic"
17688358,"2020-08-13","organic"
17689951,"2020-07-24","organic"
17690504,"2020-08-21","organic"
17694243,"2020-09-01","organic"
17694580,"2020-09-02","organic"
17696109,"2020-09-08","organic"
17696964,"2020-09-12","organic"
17704287,"2020-10-09","organic"
17704614,"2020-09-15","organic"
17706614,"2020-10-17","organic"
17706991,"2020-09-29","organic"
17707522,"2020-10-19","organic"
17737111,"2021-01-24","organic"
17618501,"2019-09-04","organic"
17620705,"2019-10-08","organic"
17621070,"2019-10-11","organic"
17621726,"2019-10-01","organic"
17621948,"2019-10-31","organic"
17622815,"2020-08-03","organic"
17627372,"2019-11-06","organic"
17628714,"2019-10-29","organic"
17628918,"2019-11-23","organic"
17629094,"2019-11-23","organic"
17631017,"2019-12-03","organic"
17631067,"2019-12-03","organic"
17631111,"2019-12-04","organic"
17632088,"2019-12-09","organic"
17632643,"2020-10-06","organic"
17633535,"2019-12-19","organic"
17633735,"2019-12-20","organic"
17633768,"2019-11-26","organic"
17634080,"2020-02-06","organic"
17634733,"2019-12-26","organic"
17635384,"2019-12-29","organic"
17635460,"2019-12-30","organic"
17635904,"2020-01-02","organic"
17635964,"2020-11-05","organic"
17636051,"2020-01-03","organic"
17636380,"2020-01-05","organic"
17638899,"2020-01-23","organic"
17639467,"2020-01-28","organic"
17640039,"2020-01-31","organic"
17640921,"2020-02-04","organic"
17641505,"2020-02-08","organic"
17643709,"2020-02-19","organic"
17645659,"2020-02-29","organic"
17646181,"2020-03-02","organic"
17646355,"2020-03-03","organic"
17646465,"2020-03-03","organic"
17649708,"2020-03-16","organic"
17628954,"2019-11-12","organic"
17631293,"2020-01-04","organic"
17633782,"2019-12-20","organic"
17633969,"2019-12-21","organic"
17636878,"2020-01-09","organic"
17637214,"2020-01-10","organic"
17638640,"2020-01-21","organic"
17638913,"2020-01-24","organic"
17641570,"2020-05-04","organic"
17641645,"2020-02-08","organic"
17642953,"2020-01-25","organic"
17643974,"2020-02-21","organic"
17644142,"2020-02-22","organic"
17644226,"2020-02-22","organic"
17644571,"2020-02-23","organic"
17644691,"2020-02-24","organic"
17645134,"2020-02-05","organic"
17646375,"2020-03-03","organic"
17647102,"2020-03-07","organic"
17647395,"2020-05-04","organic"
17647688,"2020-03-10","organic"
17647840,"2020-03-12","organic"
17649680,"2020-03-16","organic"
17651499,"2020-03-22","organic"
17653859,"2020-04-03","organic"
17656188,"2020-04-17","organic"
17656199,"2020-08-03","organic"
17657452,"2020-09-28","organic"
17657868,"2020-04-26","organic"
17657989,"2020-04-27","organic"
17658810,"2020-05-02","organic"
17659215,"2020-05-04","organic"
17660515,"2020-05-13","organic"
17666817,"2020-05-16","organic"
17667182,"2020-06-02","organic"
17668211,"2020-06-15","organic"
17668362,"2020-06-16","organic"
17671360,"2020-06-15","organic"
17672320,"2020-07-05","organic"
17673119,"2020-07-09","organic"
17678933,"2020-07-27","organic"
17680605,"2020-08-02","organic"
17682707,"2020-09-10","organic"
17683101,"2020-08-25","organic"
17692616,"2020-08-03","organic"
17694685,"2020-09-03","organic"
17695593,"2020-09-07","organic"
17697347,"2020-09-13","organic"
17698476,"2020-09-17","organic"
17701572,"2020-09-28","organic"
17703020,"2020-10-04","organic"
17703096,"2020-12-01","organic"
17703510,"2020-10-05","organic"
17708446,"2020-10-23","organic"
17708953,"2020-12-01","organic"
17731535,"2021-01-03","organic"
17734389,"2021-01-11","organic"
17735808,"2021-01-16","organic"
17619944,"2019-10-05","organic"
17621737,"2019-10-14","organic"
17622330,"2020-08-14","organic"
17624059,"2020-05-07","organic"
17624165,"2019-10-28","organic"
17625241,"2019-11-02","organic"
17625632,"2019-11-04","organic"
17627914,"2019-11-17","organic"
17629020,"2020-04-20","organic"
17629958,"2019-11-29","organic"
17630642,"2019-12-01","organic"
17632115,"2019-12-09","organic"
17636088,"2020-04-24","organic"
17636428,"2020-06-13","organic"
17637424,"2020-06-30","organic"
17638179,"2020-01-15","organic"
17638903,"2020-01-23","organic"
17639720,"2020-01-29","organic"
17639797,"2020-01-30","organic"
17640697,"2020-02-03","organic"
17641943,"2020-02-10","organic"
17643818,"2020-02-20","organic"
17644230,"2020-02-22","organic"
17645149,"2020-02-26","organic"
17645286,"2020-03-20","organic"
17645439,"2020-09-02","organic"
17646041,"2020-03-01","organic"
17646209,"2020-03-02","organic"
17646986,"2020-03-07","organic"
17647040,"2020-12-31","organic"
17648732,"2020-03-15","organic"
17651351,"2020-03-21","organic"
17651688,"2020-03-23","organic"
17652126,"2020-03-25","organic"
17652770,"2020-08-07","organic"
17654288,"2020-04-05","organic"
17655826,"2020-04-14","organic"
17657662,"2020-04-26","organic"
17661388,"2020-05-18","organic"
17661764,"2020-05-20","organic"
17664551,"2020-05-31","organic"
17665695,"2020-06-06","organic"
17666204,"2020-06-29","organic"
17666222,"2020-06-07","organic"
17666802,"2020-06-09","organic"
17668853,"2020-06-20","organic"
17670530,"2020-06-28","organic"
17671591,"2020-07-03","organic"
17672010,"2020-07-05","organic"
17672516,"2020-07-06","organic"
17675560,"2020-07-17","organic"
17676401,"2020-09-10","organic"
17677972,"2020-07-25","organic"
17679944,"2020-07-31","organic"
17681674,"2020-08-05","organic"
17690460,"2020-08-21","organic"
17693600,"2020-08-30","organic"
17697384,"2020-09-13","organic"
17700035,"2020-09-22","organic"
17700679,"2020-09-26","organic"
17702731,"2020-10-03","organic"
17703048,"2020-10-04","organic"
17706562,"2020-10-17","organic"
17713797,"2020-11-10","organic"
17718374,"2020-11-24","organic"
17734527,"2021-01-11","organic"
17735079,"2021-01-14","organic"
17619193,"2019-09-30","organic"
17619280,"2019-09-30","organic"
17619655,"2019-10-03","organic"
17619910,"2019-10-05","organic"
17620135,"2019-10-06","organic"
17620662,"2019-10-08","organic"
17620752,"2019-10-08","organic"
17620812,"2019-10-29","organic"
17621499,"2019-10-13","organic"
17625109,"2019-11-02","organic"
17625525,"2020-03-04","organic"
17626310,"2020-01-14","organic"
17627154,"2019-10-21","organic"
17630731,"2019-12-02","organic"
17631169,"2020-02-02","organic"
17633334,"2019-12-17","organic"
17635471,"2020-02-28","organic"
17641102,"2020-02-05","organic"
17642077,"2020-01-21","organic"
17642440,"2020-02-13","organic"
17642465,"2020-02-13","organic"
17642869,"2020-02-15","organic"
17643819,"2020-12-28","organic"
17644434,"2020-02-23","organic"
17651295,"2020-03-21","organic"
17653931,"2020-04-04","organic"
17657913,"2020-04-26","organic"
17659229,"2020-05-04","organic"
17660182,"2020-05-07","organic"
17663498,"2020-05-27","organic"
17663805,"2020-08-10","organic"
17664776,"2020-06-01","organic"
17666148,"2020-06-07","organic"
17666727,"2020-06-09","organic"
17668425,"2020-06-16","organic"
17668720,"2020-06-19","organic"
17668823,"2020-06-20","organic"
17670321,"2020-06-27","organic"
17670553,"2020-06-28","organic"
17671619,"2020-08-13","organic"
17676371,"2020-07-19","organic"
17677969,"2020-07-25","organic"
17693445,"2020-10-06","organic"
17694622,"2020-09-03","organic"
17697032,"2020-12-04","organic"
17698614,"2020-09-18","organic"
17698974,"2020-09-19","organic"
17703866,"2020-11-06","organic"
17705110,"2020-10-11","organic"
17706084,"2020-10-14","organic"
17706610,"2020-10-17","organic"
17736128,"2021-01-17","organic"
17618694,"2019-09-28","organic"
17619958,"2019-10-05","organic"
17623601,"2019-10-25","organic"
17624780,"2020-01-01","organic"
17624929,"2019-12-04","organic"
17625747,"2019-11-04","organic"
17626676,"2019-11-10","organic"
17628031,"2019-11-17","organic"
17628577,"2019-12-02","organic"
17630576,"2019-12-01","organic"
17634641,"2019-12-25","organic"
17636854,"2020-01-05","organic"
17637010,"2020-01-10","organic"
17638319,"2020-01-17","organic"
17641376,"2020-02-07","organic"
17641542,"2020-02-08","organic"
17642436,"2020-02-13","organic"
17642623,"2020-03-12","organic"
17643091,"2020-02-16","organic"
17643124,"2020-05-07","organic"
17643177,"2020-02-16","organic"
17643574,"2020-02-18","organic"
17643850,"2020-02-20","organic"
17645219,"2020-02-26","organic"
17645842,"2020-02-06","organic"
17647186,"2020-03-08","organic"
17647685,"2020-03-10","organic"
17650941,"2020-03-19","organic"
17651229,"2020-03-21","organic"
17652567,"2020-06-04","organic"
17652839,"2020-03-29","organic"
17654016,"2020-04-04","organic"
17657254,"2020-04-24","organic"
17666737,"2020-06-08","organic"
17670516,"2020-06-28","organic"
17673615,"2020-07-11","organic"
17675540,"2020-07-17","organic"
17675863,"2020-07-18","organic"
17677068,"2020-07-21","organic"
17678091,"2020-07-25","organic"
17681105,"2020-08-03","organic"
17681365,"2020-08-04","organic"
17682240,"2020-08-08","organic"
17691731,"2020-08-24","organic"
17692152,"2020-08-25","organic"
17695545,"2020-09-06","organic"
17697047,"2020-11-18","organic"
17697753,"2020-09-14","organic"
17699086,"2020-09-19","organic"
17699676,"2020-11-25","organic"
17705752,"2020-10-13","organic"
17707041,"2020-10-18","organic"
17730167,"2020-12-31","organic"
17737261,"2021-01-24","organic"
17620312,"2020-03-19","organic"
17621597,"2019-11-29","organic"
17621788,"2019-10-15","organic"
17622975,"2019-10-21","organic"
17623063,"2019-09-28","organic"
17623593,"2019-10-25","organic"
17625500,"2019-11-03","organic"
17626265,"2019-11-08","organic"
17627314,"2019-11-13","organic"
17629238,"2019-11-24","organic"
17629590,"2019-11-26","organic"
17629818,"2020-01-07","organic"
17633798,"2019-12-21","organic"
17634573,"2019-12-20","organic"
17635317,"2019-12-29","organic"
17635977,"2020-01-03","organic"
17636101,"2020-01-03","organic"
17638825,"2020-01-23","organic"
17639189,"2020-04-21","organic"
17640511,"2020-05-12","organic"
17640988,"2020-02-04","organic"
17643116,"2020-02-16","organic"
17644256,"2020-02-22","organic"
17645534,"2020-02-28","organic"
17645607,"2020-02-29","organic"
17646484,"2020-04-03","organic"
17647693,"2020-03-10","organic"
17652272,"2020-04-14","organic"
17652318,"2020-10-07","organic"
17652660,"2020-05-24","organic"
17655087,"2020-04-10","organic"
17655405,"2020-04-12","organic"
17659060,"2020-05-03","organic"
17659819,"2020-05-09","organic"
17662683,"2020-05-24","organic"
17662701,"2020-05-24","organic"
17662726,"2020-05-24","organic"
17663606,"2020-05-28","organic"
17664514,"2020-05-31","organic"
17667092,"2020-06-11","organic"
17668554,"2020-06-17","organic"
17668644,"2020-06-18","organic"
17675031,"2020-07-14","organic"
17675455,"2020-07-17","organic"
17677128,"2020-07-21","organic"
17679947,"2020-07-31","organic"
17680999,"2020-08-03","organic"
17682352,"2020-12-31","organic"
17688759,"2020-08-15","organic"
17689671,"2020-08-17","organic"
17692654,"2020-08-28","organic"
17693484,"2020-08-30","organic"
17697065,"2020-09-12","organic"
17699109,"2020-09-19","organic"
17704097,"2020-10-03","organic"
17706135,"2020-10-15","organic"
17707500,"2020-10-19","organic"
17708553,"2020-10-23","organic"
17708964,"2020-10-24","organic"
17717130,"2020-11-21","organic"
17618284,"2019-09-26","organic"
17618810,"2019-12-03","organic"
17619992,"2019-10-05","organic"
17620070,"2019-09-16","organic"
17623158,"2019-10-22","organic"
17623387,"2019-10-25","organic"
17624352,"2019-11-20","organic"
17625058,"2019-11-01","organic"
17625502,"2019-11-03","organic"
17628423,"2019-11-19","organic"
17629025,"2019-11-23","organic"
17629573,"2019-11-26","organic"
17629846,"2019-11-28","organic"
17629953,"2019-11-29","organic"
17632635,"2020-01-19","organic"
17633204,"2019-12-16","organic"
17634026,"2019-12-22","organic"
17634523,"2020-03-12","organic"
17636615,"2020-01-06","organic"
17636724,"2020-10-27","organic"
17639236,"2020-04-01","organic"
17639357,"2020-01-27","organic"
17640269,"2020-02-01","organic"
17640971,"2020-02-04","organic"
17641904,"2020-02-10","organic"
17642518,"2020-02-14","organic"
17645094,"2020-08-26","organic"
17645246,"2020-02-27","organic"
17645306,"2020-02-27","organic"
17645430,"2020-02-28","organic"
17647889,"2020-03-12","organic"
17647941,"2020-03-13","organic"
17649686,"2020-03-16","organic"
17650995,"2020-03-19","organic"
17651675,"2020-03-23","organic"
17652152,"2020-03-25","organic"
17654038,"2020-04-04","organic"
17654087,"2020-04-04","organic"
17656865,"2020-04-21","organic"
17656917,"2020-04-21","organic"
17657617,"2020-04-25","organic"
17657702,"2020-04-26","organic"
17658729,"2020-04-06","organic"
17658881,"2020-05-02","organic"
17658909,"2020-05-02","organic"
17659441,"2020-05-05","organic"
17659614,"2020-10-03","organic"
17659701,"2020-05-08","organic"
17660121,"2020-05-10","organic"
17662650,"2020-05-24","organic"
17663631,"2020-05-28","organic"
17664286,"2020-05-30","organic"
17668679,"2020-06-18","organic"
17670561,"2020-06-28","organic"
17672542,"2020-08-07","organic"
17673863,"2020-07-12","organic"
17677091,"2020-07-21","organic"
17677700,"2020-07-25","organic"
17677961,"2020-07-25","organic"
17681432,"2020-08-04","organic"
17690075,"2020-08-18","organic"
17692517,"2020-08-27","organic"
17695830,"2020-08-13","organic"
17698173,"2020-09-15","organic"
17699448,"2020-09-20","organic"
17699821,"2020-09-21","organic"
17701546,"2020-09-03","organic"
17702592,"2020-10-03","organic"
17703099,"2020-10-04","organic"
17705118,"2020-10-11","organic"
17706120,"2020-10-15","organic"
17708860,"2020-10-24","organic"
17711799,"2020-11-02","organic"
17736903,"2021-01-23","organic"
17737236,"2021-01-24","organic"
17619490,"2019-10-01","organic"
17621565,"2019-10-14","organic"
17622671,"2019-10-20","organic"
17622836,"2019-10-21","organic"
17667578,"2020-06-13","organic"
17669816,"2020-06-24","organic"
17670830,"2020-09-04","organic"
17671439,"2020-07-02","organic"
17672297,"2020-07-05","organic"
17673524,"2020-07-11","organic"
17677627,"2020-07-24","organic"
17679343,"2020-09-16","organic"
17681711,"2020-08-06","organic"
17682297,"2020-07-28","organic"
17688339,"2020-08-13","organic"
17688826,"2020-12-09","organic"
17690425,"2020-08-21","organic"
17691654,"2020-08-24","organic"
17692543,"2020-08-02","organic"
17692702,"2020-09-07","organic"
17692733,"2020-08-28","organic"
17695806,"2020-09-07","organic"
17697026,"2020-09-30","organic"
17698969,"2020-09-19","organic"
17699793,"2020-09-01","organic"
17700391,"2020-09-23","organic"
17702116,"2020-09-30","organic"
17704314,"2020-10-09","organic"
17705693,"2020-10-13","organic"
17718337,"2020-11-24","organic"
17729265,"2020-12-28","organic"
17734783,"2021-01-12","organic"
17736685,"2021-01-21","organic"
17618213,"2019-09-26","organic"
17625143,"2019-11-02","organic"
17627234,"2019-11-13","organic"
17627738,"2019-11-16","organic"
17627945,"2019-11-17","organic"
17629122,"2020-08-03","organic"
17629865,"2019-11-28","organic"
17631780,"2019-12-08","organic"
17632803,"2019-12-14","organic"
17633261,"2019-12-16","organic"
17635322,"2019-12-29","organic"
17635426,"2019-12-29","organic"
17635470,"2019-12-30","organic"
17635630,"2020-11-17","organic"
17638556,"2020-01-20","organic"
17639144,"2020-01-26","organic"
17639216,"2020-01-27","organic"
17639293,"2020-01-27","organic"
17640895,"2020-02-04","organic"
17641059,"2020-02-05","organic"
17641287,"2020-02-07","organic"
17642574,"2020-02-14","organic"
17644333,"2020-02-22","organic"
17645011,"2020-02-25","organic"
17656323,"2020-04-18","organic"
17656739,"2020-04-20","organic"
17656928,"2020-04-21","organic"
17656938,"2020-04-03","organic"
17657505,"2020-03-31","organic"
17657557,"2020-04-25","organic"
17657711,"2020-04-02","organic"
17658037,"2020-04-27","organic"
17658055,"2020-04-27","organic"
17658707,"2020-05-01","organic"
17658816,"2020-05-02","organic"
17659588,"2020-05-07","organic"
17659980,"2020-05-10","organic"
17660087,"2020-04-24","organic"
17660534,"2020-05-14","organic"
17662659,"2020-05-24","organic"
17663518,"2020-09-08","organic"
17664520,"2020-05-12","organic"
17665018,"2020-06-02","organic"
17667087,"2020-06-11","organic"
17667197,"2020-06-12","organic"
17671670,"2020-07-03","organic"
17672801,"2020-07-07","organic"
17675011,"2020-07-14","organic"
17675793,"2020-07-18","organic"
17679337,"2020-07-28","organic"
17680281,"2020-08-01","organic"
17681655,"2020-08-05","organic"
17681705,"2020-08-06","organic"
17681832,"2020-11-03","organic"
17690359,"2020-08-20","organic"
17696193,"2020-09-08","organic"
17696660,"2020-09-11","organic"
17699035,"2020-09-19","organic"
17699403,"2020-09-20","organic"
17699689,"2020-09-21","organic"
17701472,"2020-09-28","organic"
17701898,"2020-09-29","organic"
17703493,"2020-10-05","organic"
17704176,"2020-10-08","organic"
17704643,"2020-09-28","organic"
17708429,"2020-10-22","organic"
17733218,"2021-01-08","organic"
17736348,"2021-01-18","organic"
17619116,"2019-09-30","organic"
17620914,"2019-10-10","organic"
17621203,"2019-10-12","organic"
17623896,"2019-10-26","organic"
17624117,"2019-10-04","organic"
17625050,"2019-11-01","organic"
17625494,"2019-11-03","organic"
17627358,"2020-09-08","organic"
17629809,"2019-11-27","organic"
17630383,"2019-11-30","organic"
17631257,"2020-04-22","organic"
17631544,"2019-12-07","organic"
17631691,"2019-12-07","organic"
17632114,"2020-08-28","organic"
17632612,"2019-12-13","organic"
17632833,"2019-12-14","organic"
17635105,"2019-12-28","organic"
17635814,"2020-01-01","organic"
17636785,"2020-01-08","organic"
17636806,"2020-01-08","organic"
17637315,"2020-09-16","organic"
17637336,"2020-01-11","organic"
17637866,"2020-03-31","organic"
17638106,"2020-01-14","organic"
17638987,"2020-05-11","organic"
17639898,"2020-12-24","organic"
17640066,"2020-01-31","organic"
17642253,"2020-07-09","organic"
17642989,"2020-02-15","organic"
17643887,"2020-02-21","organic"
17644289,"2020-02-19","organic"
17644439,"2020-02-23","organic"
17644738,"2020-02-24","organic"
17651055,"2020-03-20","organic"
17653602,"2020-08-19","organic"
17653879,"2020-04-03","organic"
17654046,"2020-04-04","organic"
17654756,"2020-05-03","organic"
17655516,"2020-06-29","organic"
17656441,"2020-04-19","organic"
17657871,"2020-04-26","organic"
17659067,"2020-05-03","organic"
17659081,"2020-05-03","organic"
17659501,"2020-04-15","organic"
17662359,"2020-05-12","organic"
17666488,"2020-06-08","organic"
17668411,"2020-06-16","organic"
17668638,"2020-07-31","organic"
17669026,"2020-09-07","organic"
17669874,"2020-06-25","organic"
17672534,"2020-07-06","organic"
17672759,"2020-07-07","organic"
17675355,"2020-08-03","organic"
17676705,"2020-07-20","organic"
17676787,"2020-07-20","organic"
17678052,"2020-07-25","organic"
17680315,"2020-08-01","organic"
17682234,"2020-08-08","organic"
17688031,"2020-08-11","organic"
17689119,"2020-08-16","organic"
17696210,"2020-09-08","organic"
17699761,"2020-09-21","organic"
17699811,"2020-09-21","organic"
17700177,"2020-09-22","organic"
17700450,"2020-09-24","organic"
17700494,"2020-09-25","organic"
17700982,"2020-09-27","organic"
17704105,"2020-10-07","organic"
17708338,"2020-10-21","organic"
17715107,"2020-11-15","organic"
17729505,"2020-12-04","organic"
17736001,"2021-01-17","organic"
17618245,"2019-09-26","organic"
17618411,"2019-12-31","organic"
17618497,"2020-07-27","organic"
17619347,"2019-10-01","organic"
17620570,"2019-10-09","organic"
17621451,"2019-10-13","organic"
17623050,"2019-10-22","organic"
17623380,"2019-10-25","organic"
17624852,"2019-11-01","organic"
17625208,"2019-11-02","organic"
17626002,"2019-11-06","organic"
17626204,"2020-01-29","organic"
17627800,"2019-11-16","organic"
17628239,"2019-11-18","organic"
17629306,"2020-03-03","organic"
17632261,"2020-03-05","organic"
17651504,"2020-03-22","organic"
17653557,"2020-04-01","organic"
17653727,"2020-04-03","organic"
17655183,"2020-04-11","organic"
17658256,"2020-04-28","organic"
17659516,"2020-05-06","organic"
17659678,"2020-10-13","organic"
17660556,"2020-06-05","organic"
17662052,"2020-05-22","organic"
17662600,"2020-05-24","organic"
17665410,"2020-06-05","organic"
17666502,"2020-11-27","organic"
17669057,"2020-06-21","organic"
17669303,"2020-07-10","organic"
17678083,"2020-08-05","organic"
17688254,"2020-09-07","organic"
17688328,"2020-08-11","organic"
17689628,"2020-07-28","organic"
17693580,"2020-09-29","organic"
17700184,"2020-09-22","organic"
17702357,"2020-10-02","organic"
17705372,"2020-10-12","organic"
17708492,"2020-10-23","organic"
17730822,"2021-01-02","organic"
17734955,"2021-01-13","organic"
17619499,"2020-07-08","organic"
17620767,"2019-10-08","organic"
17621765,"2019-12-11","organic"
17622171,"2019-10-18","organic"
17622272,"2020-10-21","organic"
17622556,"2019-10-10","organic"
17622759,"2019-10-03","organic"
17623233,"2019-10-23","organic"
17623456,"2019-12-12","organic"
17623651,"2019-10-02","organic"
17624102,"2019-10-27","organic"
17625586,"2019-11-04","organic"
17625614,"2019-11-04","organic"
17625950,"2020-12-23","organic"
17627254,"2019-11-13","organic"
17627673,"2019-11-16","organic"
17627876,"2019-11-17","organic"
17628162,"2019-11-18","organic"
17629109,"2019-11-23","organic"
17629870,"2019-11-28","organic"
17631845,"2019-12-08","organic"
17632370,"2019-12-11","organic"
17633438,"2019-12-18","organic"
17633752,"2019-12-20","organic"
17633887,"2019-12-21","organic"
17634768,"2019-12-27","organic"
17635072,"2019-12-28","organic"
17635498,"2019-12-30","organic"
17635798,"2020-01-01","organic"
17636109,"2020-04-15","organic"
17636442,"2020-01-05","organic"
17637752,"2020-01-12","organic"
17638569,"2020-01-20","organic"
17639022,"2020-01-24","organic"
17639197,"2020-07-01","organic"
17639552,"2020-01-03","organic"
17639681,"2020-01-29","organic"
17640309,"2020-10-14","organic"
17641079,"2020-02-05","organic"
17641386,"2020-02-07","organic"
17641854,"2020-03-01","organic"
17643836,"2020-02-20","organic"
17644330,"2020-03-16","organic"
17644501,"2020-02-23","organic"
17647224,"2020-03-08","organic"
17648495,"2020-03-14","organic"
17648790,"2020-03-15","organic"
17649737,"2020-03-17","organic"
17650415,"2020-03-17","organic"
17652203,"2020-03-26","organic"
17655623,"2020-06-27","organic"
17658572,"2020-05-01","organic"
17659298,"2020-05-04","organic"
17661959,"2020-05-22","organic"
17663192,"2020-05-26","organic"
17663718,"2020-12-02","organic"
17667267,"2020-06-12","organic"
17668215,"2020-06-15","organic"
17669864,"2020-06-25","organic"
17671417,"2020-07-02","organic"
17672517,"2020-07-06","organic"
17673118,"2020-07-09","organic"
17675117,"2020-07-14","organic"
17677959,"2020-07-25","organic"
17679955,"2020-07-31","organic"
17688343,"2020-08-13","organic"
17690372,"2020-08-20","organic"
17690790,"2020-10-16","organic"
17690819,"2020-08-22","organic"
17693935,"2020-08-31","organic"
17695218,"2020-09-22","organic"
17696182,"2020-09-08","organic"
17696421,"2020-09-09","organic"
17697707,"2020-09-14","organic"
17701007,"2020-09-27","organic"
17702159,"2020-09-05","organic"
17702745,"2020-10-03","organic"
17707976,"2020-10-20","organic"
17709034,"2020-10-24","organic"
17709324,"2020-10-25","organic"
17729186,"2020-12-28","organic"
17731244,"2021-01-03","organic"
17731444,"2021-01-03","organic"
17734957,"2021-01-13","organic"
17736905,"2021-01-23","organic"
17618480,"2019-10-15","organic"
17619066,"2020-09-30","organic"
17619612,"2019-12-03","organic"
17620551,"2019-10-07","organic"
17621459,"2019-10-13","organic"
17622427,"2019-10-03","organic"
17623022,"2019-10-22","organic"
17623583,"2019-10-25","organic"
17624092,"2019-10-27","organic"
17624608,"2019-10-29","organic"
17625235,"2019-12-19","organic"
17625637,"2020-02-13","organic"
17627681,"2019-11-16","organic"
17627785,"2019-11-16","organic"
17628182,"2019-11-18","organic"
17628258,"2019-11-18","organic"
17631671,"2019-12-07","organic"
17632800,"2019-12-14","organic"
17632891,"2020-11-11","organic"
17632929,"2020-01-31","organic"
17635873,"2020-01-02","organic"
17636404,"2020-01-05","organic"
17638598,"2020-01-20","organic"
17639922,"2020-01-31","organic"
17641865,"2020-02-09","organic"
17644162,"2020-02-22","organic"
17646788,"2020-02-10","organic"
17646928,"2020-02-24","organic"
17646981,"2020-07-29","organic"
17648281,"2020-02-21","organic"
17648618,"2020-03-14","organic"
17649700,"2020-03-16","organic"
17651057,"2020-03-20","organic"
17654325,"2020-03-17","organic"
17654427,"2020-04-06","organic"
17654671,"2020-04-07","organic"
17656325,"2020-04-18","organic"
